class,subclass,query,response,tokens_extracted
network_security,educational,1,"1. TCP/IP Protocol Suite
2. Virtual Private Network (VPN)
3. Firewall
4. Intrusion Detection System (IDS)
5. Network Address Translation (NAT)
6. Load Balancing
7. Virtual Machine (VM)
8. Secure Shell (SSH) protocol
9. Intrusion Prevention Systems (IPS)
10. Packet Filtering
11. Network Addressing and Calculating (NAC)
12. Intrusion Detection and Preventive Technology (IDP/T)
13. Network Security Architecture (NSA)
14. Intrusion Prevention Center (IPC)
15. Network Security Group (NSG)
16. IP Routing Protocols (IPRVP)
17. Firewalling
18. Next Generation防火墙（NGFW）
19. Advanced Hostfirewall
20. Network Access Control (NAC)
21. Intrusion Prevention Infrastructure (IPI)
22. Packet Filtering Proxy (PFXP)
23. Intrusion Prevention Policy (IPP)
24. Network Traffic Monitoring (NTM)
25. Application-Level Protection (ALP)
26. Network Security Information and Event Management (NSIM)
27. Intrusion Prevention Manager (IMP)
28.",access address addressing advanced alp and application-level architecture balancing calculating center control detection event filtering firewall firewalling generation group hostfirewall idp ids imp information infrastructure intrusion ipc ipi ipp iprvp ips load machine management manager monitoring nac nat network next ngfw nsa nsg nsim ntm packet pfxp policy prevention preventive private protection protocol protocols proxy routing secure security shell ssh suite system systems tcp technology traffic translation virtual vpn
network_security,educational,2,"1. OSI Model
2. TCP/IP Protocol
3. UDP Protocol
4. IP Protocol
5. VLAN Definition
6. ARP Protocol
7. MAC Address
8. PPP Protocol
9. RARP Protocol
10. IGMP Protocol
11. NAT Translation
12. DHCP Server
13. DHCP Client
14. NAPALM Network Architecture
15. LDP Label Distribution Protocol
16. MP-Link Wireless Local Area Network
17. VXLAN Virtualized Transport Gateway
18. GRE Routing Engine
19. STP Spanning Tree Protocol
20. RSTP Real-Time Spanning Tree Protocol
21. OSPF Open Shortest Path First Protocol
22. IS-IS Internet-Shortest-Path-Summary Protocol
23. BGP Border Gateway Protocol
24. RIP Router Link Indicator Protocol
25. ICMP Echo Request Packet
26. ICMP Echos Reply Packet
27. ICMP Redirects Response Packet
28. ICMP Host unreachable Packet
29. ICMP Destination Unreachable Packets
30. ICMP Message Sequence Numbers
31. ICMP Port Number Range
32. ICMP Neighbor Solicitation Messages",address architecture area arp bgp border client definition destination dhcp distribution echo echos engine first gateway gre host icmp igmp indicator internet-shortest-path-summary is-is label ldp link local mac message messages model mp-link napalm nat neighbor network number numbers open osi ospf packet packets path port ppp protocol range rarp real-time redirects reply request response rip router routing rstp sequence server shortest solicitation spanning stp tcp translation transport tree udp unreachable virtualized vlan vxlan wireless
network_security,educational,3,"Here are 256 domain-specific terms, jargon, and technical vocabulary related to network security for an educational context:
1. **Routing Table** - A list of network addresses, interfaces, and next-hop destinations that have been configured or learned on a switch.
2. **Subnet** - A collection of IP address ranges used within a single subnet (e.g., `192.168.0.0/24`).
3. **Router Configuration** - The settings for how traffic is forwarded through a network device.
4. **VLANs (Virtual Local Area Networks)** - Divided networks connected to a router using VLAN tags on devices’ port configurations.
5. **Network Topology** - An abstract representation of a network’s physical connections and how data travels between nodes.
6. **Firewall** - A software solution that monitors inbound and outbound traffic to control access based on user permissions, rules, or other conditions.
7. **IPS (Intrusion Prevention System)** - A system designed to detect, prevent, and respond to cyber-attacks and malicious activities.
8. **NAT (Network Address Translation)** - The process of converting internal network addresses into external usable addresses.
9. **WAN (Wide Area",abstract access activities address addresses and are area based been between collection conditions configuration configurations configured connected connections context control converting cyber-attacks data designed destinations detect device devices divided domain-specific educational external firewall for forwarded have here how inbound interfaces internal into intrusion ips jargon learned list local malicious monitors nat network networks next-hop nodes other outbound permissions physical port prevent prevention process ranges related representation respond router routing rules security settings single software solution subnet switch system table tags technical terms that the through topology traffic translation travels usable used user using virtual vlan vlans vocabulary wan wide within
network_security,educational,4,"1. Network protocol (如TCP/IP)
2. Routing table (如OSPF, RIPv2)
3. Address space (IPV4 & IPv6)
4. Gateway (IP forwarding, NAT)
5. IP address allocation policy (static, DHCP)
6. Default gateway (gateway routes default)
7. Port range (IP:80, 443)
8. Domain name system (DNS)
9. Host identifier (IP address)
10. Network device (Router, Switch, Firewall)
11. Security group (Rule, Rule set)
12. Traffic flow analysis (Inspection, ACLs)
13. Network security policies (Deny, Allow, Block)
14. Intrusion detection systems (IDS, IPS)
15. Firewall (Rule engine, Packet filtering)
16. Virtual private network (VPN)
17. Intrusion prevention system (IPS)
18. Secure sockets layer (SSL/TLS)
19. Authentication server (RADIUS)
20. Certificate store (CA, certificate authority)
21. Encryption algorithms (AES, RSA, MD5)
22. TLS (Transport Layer Security) 
23. Web application firewall (WAF)
24. Anti-s",acls address aes algorithms allocation allow analysis anti-s application authentication authority block certificate default deny detection device dhcp dns domain encryption engine filtering firewall flow forwarding gateway group host identifier ids inspection intrusion ips ipv layer name nat network ospf packet policies policy port prevention private protocol radius range ripv router routes routing rsa rule secure security server set sockets space ssl static store switch system systems table tcp tls traffic transport virtual vpn waf web
network_security,educational,5,"Sure! Here's a list of 256 domain-specific terms, jargon, and technical vocabulary related to network security, organized into categories:

1. **Protocol**: A set of rules that governs how data is exchanged between devices.
   - Example: TCP/IP (Transmission Control Protocol/Internet Protocol)

2. **Routing**: The process of directing packets from one device to another using paths chosen to minimize overhead and delay.
   - Example: OSPF (Open Shortest Path First) or BGP (Border Gateway Protocol)

3. **Topology**: An arrangement of network nodes connected by links forming pathways for data flow.
   - Example: Star topology, bus topology, ring topology

4. **Authentication**: Method of verifying identities on network communications to secure connections.
   - Example: MD5 authentication over HTTP/HTTPS

5. **Encryption**: Technique used to scramble data during transmission so only the intended recipient can read it.
   - Example: AES (Advanced Encryption Standard)

6. **Firewall**: Device or software that controls access to computer systems and networks based on predetermined rules.
   - Example: UFW (Uncomplicated Firewall) or nftables (Network Filter Table)

7. **IDS (Intrusion Detection System)**: Software designed",access advanced aes and another arrangement authentication based between bgp border bus can categories chosen communications computer connected connections control controls data delay designed detection device devices directing domain-specific during encryption example exchanged filter firewall first flow for forming from gateway governs here's how http https identities ids intended internet into intrusion jargon links list method minimize network networks nftables nodes one only open organized ospf over overhead packets path paths pathways predetermined process protocol read recipient related ring routing rules scramble secure security set shortest software standard star sure system systems table tcp technical technique terms that the topology transmission ufw uncomplicated used using verifying vocabulary
network_security,educational,6,"1. TCP/IP protocol (Transmission Control Protocol/Internet Protocol)
2. IP address (Internationalized Protocol Numbering)
3. DNS system (Domain Name System)
4. Network architecture (Layered Architecture)
5. Routing table (Routing Table)
6. Firewall (Firewall Device)
7. Intrusion Detection System (Intrusion Detection System)
8. Backdoor (Backdoor Program)
9. Reverse proxy (Reverse Proxy)
10. Denial of Service (DoS) attack
11. SSL/TLS protocol (Secure Sockets Layer/Transport Layer Security)
12. Network scanning (Network Scan)
13. Vulnerability assessment (Vulnerability Assessment)
14. Traffic analysis (Traffic Analysis)
15. IPSec (Internet Protocol Security)
16. Port scanning (Port Scanning)
17. Packet filtering (Packet Filtering)
18. Network segmentation (Network Segmentation)
19. Secure shell (SSH)
20. VLAN (Virtual Local Area Network)
21. DHCP server (Disks of Storage Equipment)
22. Virtual private network (VPN)
23. NAT (Network Address Translation)
24. IPsec (Internet Protocol Security)
25. ARP (Address Resolution Protocol)
26",address analysis architecture area arp assessment attack backdoor control denial detection device dhcp disks dns domain dos equipment filtering firewall internationalized internet intrusion ipsec layer layered local name nat network numbering packet port private program protocol proxy resolution reverse routing scan scanning secure security segmentation server service shell sockets ssh ssl storage system table tcp tls traffic translation transmission transport virtual vlan vpn vulnerability
network_security,educational,7,"1. DNS (Domain Name System)
2. SSL (Secure Sockets Layer)
3. IP (Internet Protocol)
4. NAT (Network Address Translation)
5. VLAN (Virtual Local Area Network)
6. DHCP (Dynamic Host Configuration Protocol)
7. MAC (Media Access Control) address
8. ARP (Address Resolution Protocol)
9. IGMP (Internet Group Management Protocol)
10. HTTP (Hypertext Transfer Protocol)
11. HTTPS (SSL/TLS)
12. FTP (File Transfer Protocol)
13. SMTP (Simple Mail Transfer Protocol)
14. POP3 (Post Office Protocol for Email)
15. Telnet (Remote Terminal Protocol)
16. SSH (Secure Shell)
17. SSH-2 (SSH version 2)
18. TCP (Transmission Control Protocol)
19. UDP (User Datagram Protocol)
20. ICMP (Internet Control Message Protocol)
21. ICMP echo request (Echo Request)
22. ICMP echo reply (Echo Reply)
23. ICMP timestamped echo request (Timestamped Echo Request)
24. ICMP timestamped echo reply (Timestamped Echo Reply)
25. ICMP redirect (Redirect)
26. ICMP unreachable (Unreachable)
27. ICMP",access address area arp configuration control datagram dhcp dns domain dynamic echo email file for ftp group host http https hypertext icmp igmp internet layer local mac mail management media message name nat network office pop post protocol redirect remote reply request resolution secure shell simple smtp sockets ssh ssl system tcp telnet terminal timestamped tls transfer translation transmission udp unreachable user version virtual vlan
network_security,educational,8,"1. DNS (Domain Name System)
2. IPS (Intrusion Prevention System)
3. VLSM (Variety of Lengths Modules)
4. TLS (Transport Layer Security)
5. NTP (NATO Phonetic Alphabet)
6. SPF (Sender Policy Framework)
7. ICMP (Internet Control Message Protocol)
8. MAC (Media Access Control)
9. DHCP (Dynamic Host Configuration Protocol)
10. SSL (Secure Sockets Layer)
11. UDP (User Datagram Protocol)
12. DHCPv6 (IPv6 Dynamic Host Configuration Protocol)
13. IKE (Internet Key Exchange)
14. SSH (Secure Shell)
15. IPsec (Internet Protocol Security)
16. WPA3 (Wi-Fi Protected Access Version 3)
17. PPTP (Point-to-Point Tunneling Protocol)
18. GRE (Generic Routing Encapsulation)
19. SSLv3 (Version 3 of the Secure Sockets Layer protocol)
20. L2TP (Layer Two Tunneling Protocol)
21. NAT (Network Address Translation)
22. LDP (Label Distribution Protocol)
23. VXLAN (Very High Speed Unicasting on Ethernet)",access address alphabet configuration control datagram dhcp dhcpv distribution dns domain dynamic encapsulation ethernet exchange framework generic gre high host icmp ike internet intrusion ips ipsec ipv key label layer ldp lengths mac media message modules name nat nato network ntp phonetic point-to-point policy pptp prevention protected protocol routing secure security sender shell sockets speed spf ssh ssl sslv system the tls translation transport tunneling two udp unicasting user variety version very vlsm vxlan wi-fi wpa
network_security,educational,9,"1. IPS/IDS
2. Firewall
3. VLAN
4. MAC address
5. DHCP
6. NTP
7. DHCP snooping
8. IPSec
9. TLS
10. DNSSEC
11. SSL/TLS
12. ARP
13. VRRP
14. GRE
15. L2TP
16. IPsec ESP
17. IPsec AH
18. PPTP
19. IKE
20. SSH
21. HTTPS
22. S-IFI
23. SSL/TLS v1/v2
24. UDP
25. ICMPv6
26. IPv6
27. TCP SYN flood attack
28. UDP spoofing
29. ARP poisoning
30. DHCP spoofing
31. ARP attack
32. IP address scrubbing
33. IP spoofing
34. Network sniffing
35. Metasploit framework
36. MIT Muxer
37. Malformed header error (MHE)
38. Denial of Service (DoS) attacks
39. Packet capture technique",address arp attack attacks capture denial dhcp dnssec dos error esp firewall flood framework gre header https icmpv ids ike ips ipsec ipv mac malformed metasploit mhe mit muxer network ntp packet poisoning pptp s-ifi scrubbing service sniffing snooping spoofing ssh ssl syn tcp technique tls udp vlan vrrp
network_security,educational,10,"|1| IP Addressing Protocol | A protocol that assigns an address (IP address) uniquely to every device on a computer network.
|2| ARP Protocol | An algorithm for assigning IP addresses to routers and devices connected to them, and vice versa.
|3| TCP Port Number | The port number is used when sending data over a network. It identifies each connection between two devices as it's being transmitted.
|4| UDP Port Number | The port number identifies the destination port on which the message will be sent or received.
|5| Gateway Network | A network that connects two or more networks and routes traffic between them.
|6| Switch Network | A network that connects multiple switches together. It forwards traffic between them using Layer 2 switching technology.
|7| Ethernet | A physical layer standard used for local area network (LAN), providing a mechanism to connect multiple computers with relatively low latency but high bandwidth requirements.
|8| Internet Protocol | The Internet Protocol is used to transmit information across any type of computer network, including the internet. It provides the means for the exchange of data packets between different types of devices.
|9| Routing Table | A collection of entries representing all the paths from a source host to a target host based on rules established by the network",across address addresses addressing algorithm all and any area arp assigning assigns bandwidth based being between but collection computer computers connect connected connection connects data destination device devices different each entries established ethernet every exchange for forwards from gateway high host identifies including information internet it's lan latency layer local low means mechanism message more multiple network networks number over packets paths physical port protocol provides providing received relatively representing requirements routers routes routing rules sending sent source standard switch switches switching table target tcp technology that the them together traffic transmit transmitted two type types udp uniquely used using versa vice when which will with
network_security,offensive,1,"1. **Scanning**
2. **Probing**
3. **Enumerating**
4. **Spoofing**
5. **Ping**
6. **Sweep**
7. **Caching**
8. **Tunnelling**
9. **Reverse Ping**
10. **Fingerprinting**
11. **Traps**
12. **Packet Tracer**
13. **Evasion**
14. **Proxy Scanning**
15. **Network Sniffing**
16. **Ddos Attack**
17. **Sniffer**
18. **Scanner**
19. **Lanman**
20. **Burp Suite**
21. **SQL Injection**
22. **XSS**
23. **CCS**
24. **WAF**
25. **OWASP**
26. **Phish**
27. **RCE**
28. **DOS**
29. **Brute Force**
30. **Pwnage**
31. **Rootkit**
32. **DDoS**
33. **Denial of Service**
34. **Web Application Protection**
35. **Web Application Scanner**
36. **Fire",application attack brute burp caching ccs ddos denial dos enumerating evasion fingerprinting fire force injection lanman network owasp packet phish ping probing protection proxy pwnage rce reverse rootkit scanner scanning service sniffer sniffing spoofing sql suite sweep tracer traps tunnelling waf web xss
network_security,offensive,2,"1. Scanning - The process of actively examining systems to identify vulnerabilities or weaknesses.
2. Probing - A method of discovering specific information about a system through active testing.
3. Enumeration - The act of searching for computer systems to gather information or data.
4. Denial of Service (DoS) - An attack that limits access to a system by overwhelming it with requests, causing it to become inaccessible.
5. Port Scanning - The examination of ports and other open communication paths on a computer system to determine the status or availability of certain services.
6. Buffer Overflow - A vulnerability where an attacker can overwrite system memory buffers with malicious code, making it easier for them to manipulate system resources without permission.
7. Rootkit - A type of malware designed to hide itself from detection while retaining some level of control over the infected system.
8. Metasploit - A popular tool for penetration testing and ethical hacking, leveraging deep exploitation techniques and scripts.
9. Reverse Shell - A technique used to gain unauthorized access to remote systems by using a shell on a compromised system.
10. DDoS - Directed atondatory Packet Inspection, a form of cyber attack against websites and networks aimed at overwhelming their defenses.
11. SQL Injection - A vulnerability exploiting flaws in",about access act active actively against aimed and atondatory attack attacker availability become buffer buffers can causing certain code communication compromised computer control cyber data ddos deep defenses denial designed detection determine directed discovering dos easier enumeration ethical examination examining exploitation exploiting flaws for form from gain gather hacking hide identify inaccessible infected information injection inspection itself level leveraging limits making malicious malware manipulate memory metasploit method networks open other over overflow overwhelming overwrite packet paths penetration permission popular port ports probing process remote requests resources retaining reverse rootkit scanning scripts searching service services shell some specific sql status system systems technique techniques testing that the their them through tool type unauthorized used using vulnerabilities vulnerability weaknesses websites where while with without
